period,scenario,subscenario,subperiod,bid_segment,ThermalA_01 - Eastern,ThermalA_01 - Western,PortfolioA_01 - Eastern,PortfolioA_01 - Western,PortfolioA_02 - Eastern,PortfolioA_02 - Western,PricetakerA_01 - Eastern,PricetakerA_01 - Western,SelfproducerA_01 - Eastern,SelfproducerA_01 - Western
2,1,2,2,1,0.4,0.0,0.2,0.0,0.0,0.24,0.0,0.056,0.2,0.0
2,1,2,3,1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.296,0.2,0.0
2,1,3,1,1,0.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
2,1,3,2,1,0.256,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.2,0.0
2,1,3,3,1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.136,0.2,0.0
2,1,4,1,1,0.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
2,1,4,2,1,0.4,0.0,0.096,0.0,0.0,0.24,0.0,0.0,0.2,0.0
2,1,4,3,1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.136,0.2,0.0
2,2,1,1,1,0.4,0.0,0.136,0.0,0.0,0.0,0.0,0.0,0.2,0.0
2,2,1,2,1,0.4,0.0,0.016,0.0,0.0,0.48,0.0,0.0,0.2,0.0
2,2,1,3,1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.296,0.2,0.0
2,2,2,1,1,0.4,0.0,0.136,0.0,0.0,0.0,0.0,0.0,0.2,0.0
2,2,2,2,1,0.4,0.0,0.2,0.0,0.0,0.24,0.0,0.056,0.2,0.0
2,2,2,3,1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.296,0.2,0.0
2,2,3,1,1,0.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
2,2,3,2,1,0.256,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.2,0.0
2,2,3,3,1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.136,0.2,0.0
2,2,4,1,1,0.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
2,2,4,2,1,0.4,0.0,0.096,0.0,0.0,0.24,0.0,0.0,0.2,0.0
2,2,4,3,1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.136,0.2,0.0
2,3,1,1,1,0.4,0.0,0.136,0.0,0.0,0.0,0.0,0.0,0.2,0.0
2,3,1,2,1,0.4,0.0,0.016,0.0,0.0,0.48,0.0,0.0,0.2,0.0
2,3,1,3,1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.296,0.2,0.0
2,3,2,1,1,0.4,0.0,0.136,0.0,0.0,0.0,0.0,0.0,0.2,0.0
2,3,2,2,1,0.4,0.0,0.2,0.0,0.0,0.24,0.0,0.056,0.2,0.0
2,3,2,3,1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.296,0.2,0.0
2,3,3,1,1,0.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
2,3,3,2,1,0.256,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.2,0.0
2,3,3,3,1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.136,0.2,0.0
2,3,4,1,1,0.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
2,3,4,2,1,0.4,0.0,0.096,0.0,0.0,0.24,0.0,0.0,0.2,0.0
2,3,4,3,1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.136,0.2,0.0
3,1,1,1,1,0.4,0.0,0.136,0.0,0.0,0.0,0.0,0.0,0.2,0.0
3,1,1,2,1,0.4,0.0,0.016,0.0,0.0,0.48,0.0,0.0,0.2,0.0
3,1,1,3,1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.296,0.2,0.0
3,1,2,1,1,0.4,0.0,0.136,0.0,0.0,0.0,0.0,0.0,0.2,0.0
3,1,2,2,1,0.4,0.0,0.2,0.0,0.0,0.24,0.0,0.056,0.2,0.0
3,1,2,3,1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.296,0.2,0.0
3,1,3,1,1,0.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
3,1,3,2,1,0.256,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.2,0.0
3,1,3,3,1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.136,0.2,0.0
3,1,4,1,1,0.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
3,1,4,2,1,0.4,0.0,0.096,0.0,0.0,0.24,0.0,0.0,0.2,0.0
3,1,4,3,1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.136,0.2,0.0
3,2,1,1,1,0.4,0.0,0.136,0.0,0.0,0.0,0.0,0.0,0.2,0.0
3,2,1,2,1,0.4,0.0,0.016,0.0,0.0,0.48,0.0,0.0,0.2,0.0
3,2,1,3,1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.296,0.2,0.0
3,2,2,1,1,0.4,0.0,0.136,0.0,0.0,0.0,0.0,0.0,0.2,0.0
3,2,2,2,1,0.4,0.0,0.2,0.0,0.0,0.24,0.0,0.056,0.2,0.0
3,2,2,3,1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.296,0.2,0.0
3,2,3,1,1,0.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
3,2,3,2,1,0.256,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.2,0.0
3,2,3,3,1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.136,0.2,0.0
3,2,4,1,1,0.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
3,2,4,2,1,0.4,0.0,0.096,0.0,0.0,0.24,0.0,0.0,0.2,0.0
3,2,4,3,1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.136,0.2,0.0
3,3,1,1,1,0.4,0.0,0.136,0.0,0.0,0.0,0.0,0.0,0.2,0.0
3,3,1,2,1,0.4,0.0,0.016,0.0,0.0,0.48,0.0,0.0,0.2,0.0
3,3,1,3,1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.296,0.2,0.0
3,3,2,1,1,0.4,0.0,0.136,0.0,0.0,0.0,0.0,0.0,0.2,0.0
3,3,2,2,1,0.4,0.0,0.2,0.0,0.0,0.24,0.0,0.056,0.2,0.0
3,3,2,3,1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.296,0.2,0.0
3,3,3,1,1,0.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
3,3,3,2,1,0.256,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.2,0.0
3,3,3,3,1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.136,0.2,0.0
3,3,4,1,1,0.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
3,3,4,2,1,0.4,0.0,0.096,0.0,0.0,0.24,0.0,0.0,0.2,0.0
3,3,4,3,1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.136,0.2,0.0
4,1,1,1,1,0.4,0.0,0.136,0.0,0.0,0.0,0.0,0.0,0.2,0.0
4,1,1,2,1,0.4,0.0,0.016,0.0,0.0,0.48,0.0,0.0,0.2,0.0
4,1,1,3,1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.296,0.2,0.0
4,1,2,1,1,0.4,0.0,0.136,0.0,0.0,0.0,0.0,0.0,0.2,0.0
4,1,2,2,1,0.4,0.0,0.2,0.0,0.0,0.24,0.0,0.056,0.2,0.0
4,1,2,3,1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.296,0.2,0.0
4,1,3,1,1,0.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
4,1,3,2,1,0.256,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.2,0.0
4,1,3,3,1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.136,0.2,0.0
4,1,4,1,1,0.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
4,1,4,2,1,0.4,0.0,0.096,0.0,0.0,0.24,0.0,0.0,0.2,0.0
4,1,4,3,1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.136,0.2,0.0
4,2,1,1,1,0.4,0.0,0.136,0.0,0.0,0.0,0.0,0.0,0.2,0.0
4,2,1,2,1,0.4,0.0,0.016,0.0,0.0,0.48,0.0,0.0,0.2,0.0
4,2,1,3,1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.296,0.2,0.0
4,2,2,1,1,0.4,0.0,0.136,0.0,0.0,0.0,0.0,0.0,0.2,0.0
4,2,2,2,1,0.4,0.0,0.2,0.0,0.0,0.24,0.0,0.056,0.2,0.0
4,2,2,3,1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.296,0.2,0.0
4,2,3,1,1,0.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
4,2,3,2,1,0.256,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.2,0.0
4,2,3,3,1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.136,0.2,0.0
4,2,4,1,1,0.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
4,2,4,2,1,0.4,0.0,0.096,0.0,0.0,0.24,0.0,0.0,0.2,0.0
4,2,4,3,1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.136,0.2,0.0
4,3,1,1,1,0.4,0.0,0.136,0.0,0.0,0.0,0.0,0.0,0.2,0.0
4,3,1,2,1,0.4,0.0,0.016,0.0,0.0,0.48,0.0,0.0,0.2,0.0
4,3,1,3,1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.296,0.2,0.0
4,3,2,1,1,0.4,0.0,0.136,0.0,0.0,0.0,0.0,0.0,0.2,0.0
4,3,2,2,1,0.4,0.0,0.2,0.0,0.0,0.24,0.0,0.056,0.2,0.0
4,3,2,3,1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.296,0.2,0.0
4,3,3,1,1,0.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
4,3,3,2,1,0.256,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.2,0.0
4,3,3,3,1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.136,0.2,0.0
4,3,4,1,1,0.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
4,3,4,2,1,0.4,0.0,0.096,0.0,0.0,0.24,0.0,0.0,0.2,0.0
4,3,4,3,1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.136,0.2,0.0
5,1,1,1,1,0.4,0.0,0.2,0.0,0.0,0.04,0.0,0.016,0.2,0.0
5,1,1,2,1,0.2,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.016,0.0
5,1,1,3,1,0.4,0.0,0.2,0.0,0.0,0.04,0.0,0.136,0.2,0.0
5,1,2,1,1,0.4,0.0,0.2,0.0,0.0,0.04,0.0,0.016,0.2,0.0
5,1,2,2,1,0.256,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.0
5,1,2,3,1,0.4,0.0,0.2,0.0,0.0,0.04,0.0,0.136,0.2,0.0
5,1,3,1,1,0.4,0.0,0.056,0.0,0.0,0.04,0.0,0.0,0.2,0.0
5,1,3,2,1,0.056,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0
5,1,3,3,1,0.4,0.0,0.176,0.0,0.0,0.04,0.0,0.0,0.2,0.0
5,1,4,1,1,0.4,0.0,0.056,0.0,0.0,0.04,0.0,0.0,0.2,0.0
5,1,4,2,1,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.096,0.0
5,1,4,3,1,0.4,0.0,0.176,0.0,0.0,0.04,0.0,0.0,0.2,0.0
5,2,1,1,1,0.4,0.0,0.2,0.0,0.0,0.04,0.0,0.016,0.2,0.0
5,2,1,2,1,0.2,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.016,0.0
5,2,1,3,1,0.4,0.0,0.2,0.0,0.0,0.04,0.0,0.136,0.2,0.0
5,2,2,1,1,0.4,0.0,0.2,0.0,0.0,0.04,0.0,0.016,0.2,0.0
5,2,2,2,1,0.256,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.0
5,2,2,3,1,0.4,0.0,0.2,0.0,0.0,0.04,0.0,0.136,0.2,0.0
5,2,3,1,1,0.4,0.0,0.056,0.0,0.0,0.04,0.0,0.0,0.2,0.0
5,2,3,2,1,0.056,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0
5,2,3,3,1,0.4,0.0,0.176,0.0,0.0,0.04,0.0,0.0,0.2,0.0
5,2,4,1,1,0.4,0.0,0.056,0.0,0.0,0.04,0.0,0.0,0.2,0.0
5,2,4,2,1,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.096,0.0
5,2,4,3,1,0.4,0.0,0.176,0.0,0.0,0.04,0.0,0.0,0.2,0.0
5,3,1,1,1,0.4,0.0,0.2,0.0,0.0,0.04,0.0,0.016,0.2,0.0
5,3,1,2,1,0.2,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.016,0.0
5,3,1,3,1,0.4,0.0,0.2,0.0,0.0,0.04,0.0,0.136,0.2,0.0
5,3,2,1,1,0.4,0.0,0.2,0.0,0.0,0.04,0.0,0.016,0.2,0.0
5,3,2,2,1,0.256,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.0
5,3,2,3,1,0.4,0.0,0.2,0.0,0.0,0.04,0.0,0.136,0.2,0.0
5,3,3,1,1,0.4,0.0,0.056,0.0,0.0,0.04,0.0,0.0,0.2,0.0
5,3,3,2,1,0.056,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0
5,3,3,3,1,0.4,0.0,0.176,0.0,0.0,0.04,0.0,0.0,0.2,0.0
5,3,4,1,1,0.4,0.0,0.056,0.0,0.0,0.04,0.0,0.0,0.2,0.0
5,3,4,2,1,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.096,0.0
5,3,4,3,1,0.4,0.0,0.176,0.0,0.0,0.04,0.0,0.0,0.2,0.0
6,1,1,1,1,0.4,0.0,0.2,0.0,0.0,0.04,0.0,0.016,0.2,0.0
6,1,1,2,1,0.2,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.016,0.0
6,1,1,3,1,0.4,0.0,0.2,0.0,0.0,0.04,0.0,0.136,0.2,0.0
6,1,2,1,1,0.4,0.0,0.2,0.0,0.0,0.04,0.0,0.016,0.2,0.0
6,1,2,2,1,0.256,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.0
6,1,2,3,1,0.4,0.0,0.2,0.0,0.0,0.04,0.0,0.136,0.2,0.0
6,1,3,1,1,0.4,0.0,0.056,0.0,0.0,0.04,0.0,0.0,0.2,0.0
6,1,3,2,1,0.056,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0
6,1,3,3,1,0.4,0.0,0.176,0.0,0.0,0.04,0.0,0.0,0.2,0.0
6,1,4,1,1,0.4,0.0,0.056,0.0,0.0,0.04,0.0,0.0,0.2,0.0
6,1,4,2,1,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.096,0.0
6,1,4,3,1,0.4,0.0,0.176,0.0,0.0,0.04,0.0,0.0,0.2,0.0
6,2,1,1,1,0.4,0.0,0.2,0.0,0.0,0.04,0.0,0.016,0.2,0.0
6,2,1,2,1,0.2,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.016,0.0
6,2,1,3,1,0.4,0.0,0.2,0.0,0.0,0.04,0.0,0.136,0.2,0.0
6,2,2,1,1,0.4,0.0,0.2,0.0,0.0,0.04,0.0,0.016,0.2,0.0
6,2,2,2,1,0.256,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.0
6,2,2,3,1,0.4,0.0,0.2,0.0,0.0,0.04,0.0,0.136,0.2,0.0
6,2,3,1,1,0.4,0.0,0.056,0.0,0.0,0.04,0.0,0.0,0.2,0.0
6,2,3,2,1,0.056,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0
6,2,3,3,1,0.4,0.0,0.176,0.0,0.0,0.04,0.0,0.0,0.2,0.0
6,2,4,1,1,0.4,0.0,0.056,0.0,0.0,0.04,0.0,0.0,0.2,0.0
6,2,4,2,1,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.096,0.0
6,2,4,3,1,0.4,0.0,0.176,0.0,0.0,0.04,0.0,0.0,0.2,0.0
6,3,1,1,1,0.4,0.0,0.2,0.0,0.0,0.04,0.0,0.016,0.2,0.0
6,3,1,2,1,0.2,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.016,0.0
6,3,1,3,1,0.4,0.0,0.2,0.0,0.0,0.04,0.0,0.136,0.2,0.0
6,3,2,1,1,0.4,0.0,0.2,0.0,0.0,0.04,0.0,0.016,0.2,0.0
6,3,2,2,1,0.256,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.0
6,3,2,3,1,0.4,0.0,0.2,0.0,0.0,0.04,0.0,0.136,0.2,0.0
6,3,3,1,1,0.4,0.0,0.056,0.0,0.0,0.04,0.0,0.0,0.2,0.0
6,3,3,2,1,0.056,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0
6,3,3,3,1,0.4,0.0,0.176,0.0,0.0,0.04,0.0,0.0,0.2,0.0
6,3,4,1,1,0.4,0.0,0.056,0.0,0.0,0.04,0.0,0.0,0.2,0.0
6,3,4,2,1,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.096,0.0
6,3,4,3,1,0.4,0.0,0.176,0.0,0.0,0.04,0.0,0.0,0.2,0.0
